Date, Open, High, Low, Close,,Monthly Average (Close),,,Monthly Return,,
3/4/2020,26383.68,27102.34,26286.31,27090.86,,,,,,,
3/3/2020,26762.47,27084.59,25706.28,25917.41,,,,,,,
3/2/2020,25590.51,26706.17,25391.96,26703.32,,,,,,,
2/28/2020,25270.83,25494.24,24681.01,25409.36,,,,,,,
2/27/2020,26526,26775.31,25752.82,25766.64,,,,,,,
2/26/2020,27159.46,27542.78,26890.97,26957.59,,,,,,,
2/25/2020,28037.65,28149.2,26997.62,27081.36,,,,,,,
2/24/2020,28402.93,28402.93,27912.44,27960.8,,,,,,,
2/21/2020,29146.53,29146.53,28892.7,28992.41,,,,,,,
2/20/2020,29296.25,29368.45,28959.65,29219.98,,,,,,,
2/19/2020,29312.7,29409.09,29274.38,29348.03,,,,,,,
2/18/2020,29282.78,29330.16,29116.81,29232.19,,,,,,,
2/17/2020,29398.08,29398.08,29398.08,29398.08,,,,,,,
2/14/2020,29440.47,29463.04,29283.18,29398.08,,,,,,,
2/13/2020,29436.03,29535.4,29345.93,29423.31,,,,,,,
2/12/2020,29406.75,29568.57,29406.75,29551.42,,,,,,,
2/11/2020,29390.71,29415.39,29210.47,29276.34,,,,,,,
2/10/2020,28995.66,29278.07,28995.66,29276.82,,,,,,,
2/7/2020,29286.92,29286.92,29056.98,29102.51,,,,,,,
2/6/2020,29388.58,29408.05,29246.93,29379.77,,,,,,,
2/5/2020,29048.73,29308.89,29000.85,29290.85,,,,,,,
2/4/2020,28696.74,28904.88,28696.74,28807.63,,,,,,,
2/3/2020,28319.65,28630.39,28319.65,28399.81,,,,,,,
1/31/2020,28813.04,28813.04,28169.53,28256.03,,,,,,,
1/30/2020,28640.16,28879.71,28489.76,28859.44,,,,,,,
1/29/2020,28820.53,28944.24,28728.19,28734.45,,,,,,,
1/28/2020,28594.28,28823.23,28575.75,28722.85,,,,,,,
1/27/2020,28542.49,28671.79,28440.47,28535.8,,,,,,,
1/24/2020,29230.39,29288.79,28843.31,28989.73,,,,,,,
1/23/2020,29111.02,29190.47,28966.98,29160.09,,,,,,,
1/22/2020,29263.63,29320.2,29172.26,29186.27,,,,,,,
1/21/2020,29269.05,29341.21,29146.47,29196.04,,,,,,,
1/17/2020,29313.31,29373.62,29289.91,29348.1,,,,,,,
1/16/2020,29131.95,29300.32,29131.95,29297.64,,,,,,,
1/15/2020,28901.8,29127.59,28897.35,29030.22,,,,,,,
1/14/2020,28895.5,29054.16,28872.27,28939.67,,,,,,,
1/13/2020,28869.01,28909.91,28819.43,28907.05,,,,,,,
1/10/2020,28977.52,29009.07,28789.1,28823.77,,,,,,,
1/9/2020,28851.97,28988.01,28844.31,28956.9,,,,,,,
1/8/2020,28556.14,28866.18,28522.51,28745.09,,,,,,,
1/7/2020,28639.18,28685.5,28565.28,28583.68,,,,,,,
1/6/2020,28465.5,28708.02,28418.63,28703.38,,,,,,,
1/3/2020,28553.33,28716.31,28500.36,28634.88,,,,,,,
1/2/2020,28638.97,28872.8,28627.77,28868.8,,,,,,,
12/31/2019,28414.64,28547.35,28376.49,28538.44,,,,,,,
12/30/2019,28654.76,28664.69,28428.98,28462.14,,,,,,,
12/27/2019,28675.34,28701.66,28608.98,28645.26,,,,,,,
12/26/2019,28539.46,28624.1,28535.15,28621.39,,,,,,,
12/24/2019,28572.57,28576.8,28503.21,28515.45,,,,,,,
12/23/2019,28491.78,28582.49,28491.78,28551.53,,,,,,,
12/20/2019,28608.64,28608.64,28445.6,28455.09,,,,,,,
12/19/2019,28278.31,28381.48,28278.24,28376.96,,,,,,,
12/18/2019,28291.44,28323.25,28239.28,28239.28,,,,,,,
12/17/2019,28221.75,28328.63,28220.56,28267.16,,,,,,,
12/16/2019,28191.67,28337.49,28191.67,28235.89,,,,,,,
12/13/2019,28123.64,28290.73,28028.32,28135.38,,,,,,,
12/12/2019,27898.34,28224.95,27859.87,28132.05,,,,,,,
12/11/2019,27867.31,27925.5,27801.8,27911.3,,,,,,,
12/10/2019,27900.65,27949.02,27804,27881.72,,,,,,,
12/9/2019,27987.05,28010.42,27906.14,27909.6,,,,,,,
12/6/2019,27839.68,28035.85,27839.68,28015.06,,,,,,,
12/5/2019,27736.05,27745.2,27562.8,27677.79,,,,,,,
12/4/2019,27634.63,27727.45,27612.08,27649.78,,,,,,,
12/3/2019,27501.98,27524.74,27325.13,27502.81,,,,,,,
12/2/2019,28109.74,28109.84,27782.35,27783.04,,,,,,,
11/29/2019,28103.16,28119.51,28042.53,28051.41,,,,,,,
11/27/2019,28156.47,28174.97,28075.23,28164,,,,,,,
11/26/2019,28080.75,28146.02,28042.21,28121.68,,,,,,,
11/25/2019,27917.77,28068.69,27917.77,28066.47,,,,,,,
11/22/2019,27831.23,27898.46,27773.98,27875.62,,,,,,,
11/21/2019,27820.28,27828.33,27708.34,27766.29,,,,,,,
11/20/2019,27879.55,27897.28,27675.28,27821.09,,,,,,,
11/19/2019,28079.76,28090.21,27894.52,27934.02,,,,,,,
11/18/2019,27993.22,28040.97,27969.24,28036.22,,,,,,,
11/15/2019,27843.54,28004.89,27843.54,28004.89,,,,,,,
11/14/2019,27757.2,27800.71,27676.97,27781.96,,,,,,,
11/13/2019,27622.04,27806.4,27587.2,27783.59,,,,,,,
11/12/2019,27701.59,27770.86,27635.32,27691.49,,,,,,,
11/11/2019,27580.66,27714.39,27517.67,27691.49,,,,,,,
11/8/2019,27686.2,27694.95,27578.97,27681.24,,,,,,,
11/7/2019,27590.16,27774.67,27590.16,27674.8,,,,,,,
11/6/2019,27502.74,27526.05,27407.81,27492.56,,,,,,,
11/5/2019,27500.23,27560.36,27453.55,27492.63,,,,,,,
11/4/2019,27402.06,27517.58,27402.06,27462.11,,,,,,,
11/1/2019,27142.95,27347.43,27142.95,27347.36,,,,,,,
10/31/2019,27188.37,27188.37,26918.29,27046.23,,,,,,,
10/30/2019,27110.71,27204.36,26999.64,27186.69,,,,,,,
10/29/2019,27061.07,27165.94,27039.76,27071.42,,,,,,,
10/28/2019,27040.33,27167.88,27028.71,27090.72,,,,,,,
10/25/2019,26789.61,27015.37,26765.68,26958.06,,,,,,,
10/24/2019,26893.93,26931.78,26714.34,26805.53,,,,,,,
10/23/2019,26835.24,26896.89,26745,26833.95,,,,,,,
10/22/2019,26850.43,26946.64,26782.61,26788.1,,,,,,,
10/21/2019,26852.67,26852.67,26747.62,26827.64,,,,,,,
10/18/2019,27004.49,27018.25,26770.13,26770.2,,,,,,,
10/17/2019,27032.38,27112.16,26970.29,27025.88,,,,,,,
10/16/2019,26972.31,27058.34,26943.29,27001.98,,,,,,,
10/15/2019,26811.2,27120.11,26811.2,27024.8,,,,,,,
10/14/2019,26766.43,26874.33,26749.18,26787.36,,,,,,,
10/11/2019,26694.2,27013.97,26694.2,26816.59,,,,,,,
10/10/2019,26317.35,26603.31,26314.51,26496.67,,,,,,,
10/9/2019,26308.23,26424.31,26249.75,26346.01,,,,,,,
10/8/2019,26276.59,26421.81,26139.8,26164.04,,,,,,,
10/7/2019,26502.33,26655.84,26424.54,26478.02,,,,,,,
10/4/2019,26271.7,26590.74,26271.7,26573.72,,,,,,,
10/3/2019,26039.02,26205.2,25743.46,26201.04,,,,,,,
10/2/2019,26425.86,26438.04,25974.12,26078.62,,,,,,,
10/1/2019,26962.54,27046.21,26562.22,26573.04,,,,,,,
9/30/2019,26852.33,26998.86,26852.33,26916.83,,,,,,,
9/27/2019,26987.26,27012.54,26715.82,26820.25,,,,,,,
9/26/2019,27004.11,27015.07,26803.84,26891.12,,,,,,,
9/25/2019,26866.71,27016.56,26755.86,26970.71,,,,,,,
9/24/2019,27034.07,27079.68,26704.96,26807.77,,,,,,,
9/23/2019,26851.45,27011.07,26831.34,26949.99,,,,,,,
9/20/2019,27102.18,27194.75,26926.68,26935.07,,,,,,,
9/19/2019,27186.05,27272.17,27064.21,27094.79,,,,,,,
9/18/2019,27075.39,27161.93,26899.15,27147.08,,,,,,,
9/17/2019,27010.12,27110.8,26984.14,27110.8,,,,,,,
9/16/2019,27146.06,27172.87,27032.56,27076.82,,,,,,,
9/13/2019,27216.67,27277.55,27193.95,27219.52,,,,,,,
9/12/2019,27197.32,27306.73,27105.01,27182.45,,,,,,,
9/11/2019,26928.05,27137.04,26885.48,27137.04,,,,,,,
9/10/2019,26805.83,26909.43,26717.05,26909.43,,,,,,,
9/9/2019,26866.23,26900.83,26762.18,26835.51,,,,,,,
9/6/2019,26790.25,26860.87,26708.39,26797.46,,,,,,,
9/5/2019,26603.15,26836.3,26603.15,26728.15,,,,,,,
9/4/2019,26301.99,26362.35,26244.44,26355.47,,,,,,,
9/3/2019,26198.26,26198.26,25978.22,26118.02,,,,,,,
